-179.62 -78.61 19.44 -9.27 4.11 118.99 0.20 199.32 919 879 2.50 2.50 19.18 -3.13 -1.99 3.60 -17.19 1.65 17.19 0.49 59.65 0.34 24.81 219.95 2.26
-179.52 77.19 23.16 -31.98 3.04 -175.01 0.19 359.11 926 301 4.73 12.70 19.65 -12.27 -3.03 -0.26 -20.82 -37.08 16.61 -12.55 62.89 0.34 13.09 251.01 2.34
-178.68 -78.67 19.45 -9.27 4.12 119.08 0.20 198.40 919 879 2.70 2.70 19.19 -3.13 -2.00 3.60 -17.20 1.65 17.19 0.49 59.65 0.34 24.81 219.95 2.26
-178.65 77.20 23.15 -32.00 3.05 -175.01 0.19 359.96 926 301 4.93 12.51 19.63 -12.27 -3.03 -0.26 -20.81 -37.11 16.59 -12.55 62.23 0.33 13.09 249.42 2.32
-177.77 77.19 23.13 -32.03 3.05 -175.02 0.19 0.81 926 301 5.12 12.31 19.61 -12.27 -3.04 -0.26 -20.79 -37.14 16.57 -12.55 61.54 0.33 13.09 250.46 2.30
-177.73 -78.73 19.45 -9.26 4.12 119.17 0.20 197.46 919 879 2.89 2.89 19.20 -3.13 -2.01 3.60 -17.20 1.65 17.19 0.49 59.65 0.34 24.81 219.95 2.26
-176.90 77.19 23.12 -32.05 3.05 -175.02 0.19 1.66 926 301 5.31 12.12 19.60 -12.27 -3.04 -0.26 -20.78 -37.17 16.56 -12.55 60.84 0.33 13.09 249.56 2.28
-176.77 -78.79 19.46 -9.26 4.12 119.26 0.20 196.52 919 879 3.09 3.09 19.21 -3.13 -2.02 3.60 -17.20 1.64 17.19 0.49 59.65 0.34 24.81 219.95 2.26
-176.03 77.18 23.11 -32.07 3.05 -175.02 0.19 2.51 926 301 5.51 11.93 19.58 -12.27 -3.04 -0.26 -20.76 -37.20 16.54 -12.55 60.13 0.33 13.09 250.01 2.27
-175.81 -78.84 19.47 -9.25 4.13 119.35 0.20 195.57 919 879 3.28 3.28 19.22 -3.13 -2.02 3.60 -17.20 1.64 17.19 0.49 59.97 0.34 24.81 219.95 2.27
-175.16 77.17 23.09 -32.09 3.05 -175.03 0.19 3.36 926 301 5.70 11.73 19.56 -12.27 -3.04 -0.26 -20.75 -37.23 16.52 -12.55 59.40 0.33 13.09 250.01 2.26
-174.83 -78.90 19.48 -9.25 4.13 119.44 0.20 194.61 919 879 3.48 3.48 19.23 -3.13 -2.03 3.60 -17.20 1.64 17.19 0.49 60.36 0.34 24.81 219.95 2.27
-174.29 77.16 23.08 -32.11 3.05 -175.03 0.19 4.21 926 301 5.89 11.54 19.55 -12.27 -3.04 -0.26 -20.73 -37.26 16.50 -12.55 58.68 0.32 13.09 250.01 2.27
-173.84 -78.94 19.49 -9.25 4.13 119.52 0.20 193.65 919 879 3.67 3.67 19.23 -3.13 -2.04 3.60 -17.20 1.64 17.20 0.49 61.74 0.34 24.81 219.95 2.30
-173.42 77.14 23.06 -32.14 3.06 -175.03 0.19 5.05 926 301 6.09 11.34 19.53 -12.27 -3.04 -0.26 -20.72 -37.30 16.48 -12.55 57.94 0.32 13.09 250.01 2.28
-172.85 -78.99 19.49 -9.24 4.14 119.61 0.20 192.67 919 879 3.87 3.87 19.24 -3.13 -2.04 3.60 -17.20 1.64 17.20 0.49 63.34 0.35 24.81 219.95 2.35
-172.56 77.13 23.05 -32.16 3.06 -175.04 0.19 5.90 926 301 6.28 11.15 19.51 -12.27 -3.05 -0.26 -20.70 -37.33 16.46 -12.55 57.94 0.32 13.09 250.01 2.28
-171.85 -79.03 19.50 -9.24 4.14 119.69 0.20 191.69 919 879 4.06 4.06 19.25 -3.13 -2.05 3.60 -17.20 1.64 17.20 0.49 61.31 0.34 24.81 230.62 2.29
-171.69 77.10 23.03 -32.19 3.06 -175.04 0.19 6.74 926 301 6.47 10.96 19.49 -12.27 -3.05 -0.26 -20.69 -37.36 16.44 -12.55 57.19 0.32 13.09 250.01 2.31
-170.84 77.12 23.02 -8.34 3.06 -151.18 0.20 343.71 926 301 6.67 10.76 22.77 -3.34 -2.68 -1.48 -20.67 -13.52 20.10 -4.83 56.46 0.39 13.09 250.01 2.33
-170.84 -79.07 19.51 -9.24 4.14 119.78 0.20 190.70 919 879 4.26 4.26 19.26 -3.13 -2.06 3.60 -17.20 1.64 17.20 0.49 60.21 0.34 24.81 219.95 2.27
-169.99 77.18 23.00 -8.34 3.06 -151.20 0.20 344.54 926 301 6.87 10.57 22.75 -3.34 -2.68 -1.48 -20.65 -13.53 20.07 -4.83 55.69 0.39 13.09 250.01 2.35
