-180.00 -48.09 2.14 5.99 2.35 102.39 0.18 253.36 901 823 1.55 5.48 2.13 0.22 -0.51 2.30 -3.01 56.99 1.64 2.52 51.83 0.03 24.59 179.93 2.42
-179.92 -48.26 2.11 6.07 2.35 102.24 0.18 253.30 901 823 1.36 5.67 2.10 0.22 -0.50 2.30 -3.00 57.33 1.62 2.52 51.83 0.03 24.59 179.93 2.42
-179.90 54.93 4.99 -68.92 1.57 -104.27 0.19 5.17 901 111 11.31 27.47 1.79 -4.65 -0.39 -1.52 -6.34 -77.22 1.40 -6.18 42.77 0.03 39.27 396.81 2.39
-179.84 -48.43 2.08 6.15 2.35 102.09 0.18 253.24 901 823 1.18 5.85 2.07 0.22 -0.49 2.30 -2.99 57.67 1.60 2.52 51.83 0.03 24.59 179.93 2.42
-179.76 -48.61 2.06 6.23 2.35 101.93 0.18 253.18 901 823 1.00 6.03 2.05 0.22 -0.49 2.30 -2.97 58.02 1.58 2.52 51.83 0.03 28.54 170.36 2.42
-179.69 -48.78 2.03 6.32 2.35 101.78 0.18 253.12 901 823 0.82 6.21 2.02 0.22 -0.48 2.30 -2.96 58.37 1.55 2.52 51.83 0.03 28.54 170.36 2.42
-179.58 -48.95 2.00 16.76 2.35 111.92 0.18 242.76 901 823 0.64 6.39 1.92 0.58 -0.88 2.18 -2.95 69.02 1.06 2.76 51.83 0.03 28.54 170.36 2.42
-179.56 54.91 4.99 -68.97 1.57 -104.54 0.19 5.45 901 111 11.50 27.28 1.79 -4.65 -0.39 -1.52 -6.33 -77.33 1.39 -6.18 42.77 0.03 39.27 396.81 2.39
-179.45 -49.11 1.98 16.99 2.34 111.77 0.18 242.66 901 823 0.46 6.57 1.89 0.58 -0.87 2.18 -2.95 69.41 1.04 2.76 51.83 0.03 38.09 163.12 2.42
-179.33 -49.27 1.95 17.23 2.34 111.62 0.18 242.56 901 823 0.27 6.76 1.86 0.58 -0.86 2.18 -2.94 69.81 1.01 2.76 51.83 0.03 38.09 163.12 2.42
-179.23 54.89 4.98 -69.02 1.57 -104.81 0.19 5.72 901 111 11.70 27.08 1.78 -4.65 -0.40 -1.52 -6.33 -77.45 1.38 -6.18 43.04 0.03 39.27 396.81 2.40
-179.20 -49.43 1.92 17.48 2.34 111.47 0.18 242.47 901 823 0.09 6.94 1.83 0.58 -0.86 2.18 -2.93 70.20 0.99 2.76 51.83 0.03 38.09 163.12 2.42
-178.89 54.87 4.98 -69.08 1.58 -105.07 0.19 5.99 901 111 11.89 26.89 1.78 -4.65 -0.41 -1.52 -6.33 -77.56 1.36 -6.18 43.04 0.03 39.27 396.81 2.40
-178.56 54.85 4.98 -69.13 1.58 -105.34 0.19 6.27 901 111 12.08 26.70 1.77 -4.65 -0.42 -1.52 -6.32 -77.67 1.35 -6.18 43.04 0.03 39.27 396.81 2.40
-178.23 54.83 4.98 -69.19 1.58 -105.61 0.19 6.54 901 111 12.28 26.50 1.77 -4.65 -0.42 -1.52 -6.32 -77.78 1.34 -6.18 43.39 0.03 39.27 396.81 2.41
-177.89 54.81 4.98 -69.24 1.58 -105.87 0.19 6.81 901 111 12.47 26.31 1.76 -4.65 -0.43 -1.52 -6.32 -77.90 1.33 -6.18 43.39 0.03 39.27 396.81 2.41
-177.56 54.78 4.98 -69.30 1.58 -106.14 0.19 7.09 901 111 12.66 26.12 1.76 -4.65 -0.44 -1.52 -6.32 -78.01 1.31 -6.18 43.39 0.03 39.27 396.81 2.41
