-179.62 -78.08 20.13 -4.43 3.40 147.97 0.20 199.21 919 879 2.63 2.63 20.07 -1.56 -2.88 1.80 -17.19 0.83 17.18 0.25 58.04 0.35 3.17 250.61 2.35
-179.17 76.56 19.38 -27.63 4.12 -150.76 0.19 359.74 926 301 5.12 12.31 17.17 -8.99 -3.59 -2.01 -17.49 -39.11 13.57 -11.03 57.11 0.28 19.15 326.14 2.37
-178.72 -78.14 20.13 -4.43 3.40 147.98 0.20 198.33 919 879 2.83 2.83 20.07 -1.56 -2.88 1.80 -17.19 0.83 17.19 0.25 58.04 0.35 3.17 250.61 2.35
-178.34 76.56 19.37 -27.65 4.12 -150.80 0.19 0.55 926 301 5.31 12.12 17.16 -8.99 -3.60 -2.01 -17.47 -39.15 13.55 -11.03 56.68 0.28 19.15 311.40 2.37
-177.81 -78.20 20.13 -4.43 3.40 147.98 0.20 197.44 919 879 3.02 3.02 20.07 -1.56 -2.88 1.80 -17.19 0.83 17.19 0.25 58.04 0.35 3.17 250.61 2.35
-177.51 76.56 19.36 -27.66 4.13 -150.85 0.19 1.36 926 301 5.51 11.93 17.15 -8.99 -3.60 -2.01 -17.46 -39.19 13.53 -11.03 56.68 0.28 19.15 311.40 2.37
-176.90 -78.26 20.14 -4.43 3.40 147.99 0.20 196.55 919 879 3.22 3.22 20.08 -1.56 -2.89 1.80 -17.19 0.83 17.19 0.25 56.24 0.34 3.17 250.61 2.37
-176.68 76.55 19.35 -27.68 4.13 -150.89 0.19 2.17 926 301 5.70 11.73 17.13 -8.99 -3.61 -2.01 -17.45 -39.22 13.52 -11.03 56.22 0.28 19.15 304.28 2.37
-175.97 -78.31 20.14 -4.43 3.40 148.00 0.20 195.64 919 879 3.41 3.41 20.08 -1.56 -2.89 1.80 -17.20 0.83 17.19 0.25 56.08 0.34 3.17 250.61 2.37
-175.84 76.55 19.34 -27.69 4.14 -150.93 0.19 2.98 926 301 5.89 11.54 17.12 -8.99 -3.62 -2.01 -17.43 -39.26 13.50 -11.03 55.66 0.28 19.15 297.35 2.37
-175.04 -78.36 20.14 -4.43 3.40 148.01 0.20 194.73 919 879 3.61 3.61 20.08 -1.56 -2.89 1.80 -17.20 0.83 17.20 0.25 56.05 0.34 3.17 250.61 2.37
-175.01 76.53 19.33 -27.71 4.14 -150.97 0.19 3.79 926 301 6.09 11.34 17.11 -8.99 -3.62 -2.01 -17.42 -39.30 13.48 -11.03 54.97 0.28 19.15 287.56 2.35
-174.19 76.52 19.32 -27.73 4.15 -151.01 0.19 4.59 926 301 6.28 11.15 17.10 -8.99 -3.63 -2.01 -17.41 -39.33 13.46 -11.03 54.30 0.27 19.15 287.56 2.32
-174.10 -78.41 20.15 -4.43 3.40 148.02 0.20 193.81 919 879 3.81 3.81 20.09 -1.56 -2.89 1.80 -17.20 0.83 17.20 0.25 56.05 0.34 3.17 250.61 2.37
-173.36 76.50 19.31 -27.74 4.15 -151.05 0.19 5.40 926 301 6.47 10.96 17.09 -8.99 -3.63 -2.01 -17.39 -39.37 13.44 -11.03 53.60 0.27 19.15 287.56 2.29
-173.15 -78.46 20.15 -4.43 3.41 148.03 0.20 192.88 919 879 4.00 4.00 20.09 -1.56 -2.89 1.80 -17.20 0.83 17.20 0.25 56.06 0.34 3.17 250.61 2.37
-172.55 76.52 19.29 -3.89 4.16 -127.24 0.20 342.33 926 301 6.67 10.76 19.25 -1.31 -2.52 -3.31 -17.38 -15.53 16.74 -4.65 53.60 0.32 19.15 287.56 2.29
-172.19 -78.50 20.15 -4.43 3.41 148.04 0.20 191.94 919 879 4.20 4.20 20.09 -1.56 -2.89 1.80 -17.20 0.83 17.20 0.25 57.60 0.35 3.17 261.66 2.36
-171.73 76.58 19.28 -3.89 4.16 -127.30 0.20 343.11 926 301 6.87 10.57 19.24 -1.31 -2.52 -3.31 -17.36 -15.55 16.72 -4.65 52.91 0.32 19.15 287.56 2.24
-171.23 -78.54 20.15 -4.43 3.41 148.04 0.20 191.00 919 879 4.39 4.39 20.09 -1.56 -2.89 1.80 -17.20 0.83 17.20 0.25 57.61 0.35 3.17 250.61 2.36
-170.92 76.64 19.27 -3.90 4.17 -127.37 0.20 343.91 926 301 7.06 10.37 19.22 -1.31 -2.53 -3.31 -17.34 -15.57 16.70 -4.65 52.22 0.32 19.15 287.56 2.20
-170.26 -78.57 20.15 -4.43 3.41 148.05 0.20 190.05 919 879 4.59 4.59 20.09 -1.56 -2.89 1.80 -17.20 0.83 17.20 0.25 57.63 0.35 3.17 250.61 2.36
-170.09 76.69 19.25 -3.90 4.17 -127.43 0.20 344.71 926 301 7.26 10.17 19.21 -1.31 -2.53 -3.31 -17.32 -15.58 16.68 -4.65 51.55 0.32 19.15 287.56 2.16
-169.29 -78.61 20.15 -4.43 3.41 148.06 0.20 189.09 919 879 4.78 4.78 20.09 -1.56 -2.89 1.80 -17.20 0.83 17.20 0.25 57.65 0.35 3.17 242.97 2.36
-169.26 76.74 19.24 -3.90 4.17 -127.50 0.20 345.52 926 301 7.46 9.97 19.20 -1.31 -2.54 -3.31 -17.30 -15.60 16.66 -4.65 50.85 0.31 19.15 287.56 2.12
-168.43 76.79 19.23 -3.90 4.18 -127.56 0.20 346.33 926 301 7.66 9.78 19.18 -1.31 -2.55 -3.31 -17.28 -15.62 16.65 -4.65 50.17 0.31 19.15 287.56 2.09
-168.32 -78.64 20.16 -4.58 3.41 147.92 0.19 188.29 919 879 4.98 4.98 20.09 -1.61 -2.89 1.81 -17.20 0.68 17.20 0.21 57.68 0.33 3.17 250.61 2.36
-167.58 76.84 19.21 -3.91 4.18 -127.62 0.20 347.15 926 301 7.85 9.58 19.17 -1.31 -2.55 -3.31 -17.26 -15.64 16.63 -4.65 50.17 0.31 19.15 287.56 2.09
-167.36 -78.66 20.16 -4.58 3.41 147.92 0.19 187.35 919 879 5.17 5.17 20.09 -1.61 -2.89 1.81 -17.20 0.68 17.20 0.21 57.68 0.33 3.17 250.61 2.36
-166.73 76.88 19.20 -3.91 4.18 -127.69 0.20 347.98 926 301 8.05 9.38 19.15 -1.31 -2.56 -3.31 -17.25 -15.65 16.61 -4.65 49.48 0.31 19.15 287.56 2.06
-166.40 -78.68 20.16 -4.58 3.41 147.93 0.19 186.41 919 879 5.36 5.36 20.09 -1.61 -2.89 1.81 -17.20 0.68 17.20 0.21 57.68 0.33 3.17 250.61 2.36
-165.88 76.92 19.18 -3.91 4.19 -127.75 0.20 348.81 926 301 8.25 9.18 19.14 -1.31 -2.56 -3.31 -17.23 -15.67 16.59 -4.65 48.80 0.31 19.15 287.56 2.04
