-179.46 -80.59 13.89 20.30 4.27 171.44 0.20 183.73 919 801 12.16 12.16 13.03 4.82 -4.22 0.64 -10.35 31.74 8.81 5.45 98.12 0.28 15.36 160.85 2.74
-179.46 81.08 9.66 -23.08 -1.48 -80.11 0.19 355.94 926 43400 7.21 10.71 8.89 -3.79 0.25 -1.46 -10.54 -29.93 9.14 -5.26 38.48 0.12 10.94 408.46 2.23
-178.24 81.10 9.65 -21.18 -1.48 -78.52 0.19 355.20 926 43400 7.40 10.52 8.99 -3.48 0.29 -1.45 -10.52 -28.06 9.29 -4.95 37.95 0.12 10.94 408.46 2.21
-178.24 -80.60 13.90 20.29 4.27 171.44 0.20 182.53 919 801 12.36 12.36 13.04 4.82 -4.22 0.64 -10.36 31.72 8.81 5.45 97.94 0.28 15.36 160.85 2.74
-177.02 -80.60 13.91 20.28 4.27 171.44 0.20 181.33 919 801 12.56 12.56 13.05 4.82 -4.22 0.64 -10.37 31.69 8.82 5.45 97.74 0.28 15.36 160.85 2.74
-177.01 81.11 9.63 -21.21 -1.48 -78.86 0.19 356.42 926 43400 7.59 10.33 8.98 -3.48 0.29 -1.45 -10.50 -28.12 9.26 -4.95 37.17 0.12 10.94 408.46 2.19
-175.80 -80.61 13.92 20.26 4.27 171.44 0.20 180.12 919 801 12.76 12.76 13.06 4.82 -4.22 0.64 -10.38 31.67 8.83 5.45 97.54 0.28 15.36 160.85 2.73
-175.78 81.12 9.62 -21.24 -1.47 -79.20 0.19 357.64 926 43400 7.78 10.14 8.97 -3.48 0.28 -1.45 -10.48 -28.18 9.24 -4.95 36.71 0.12 10.94 408.46 2.18
-174.58 -80.60 13.93 20.25 4.27 171.44 0.20 178.92 919 801 12.96 12.96 13.07 4.82 -4.22 0.64 -10.38 31.64 8.84 5.45 97.35 0.28 15.36 160.85 2.73
-174.54 81.13 9.60 -21.27 -1.47 -79.54 0.19 358.86 926 43400 7.97 9.95 8.95 -3.48 0.27 -1.45 -10.46 -28.25 9.22 -4.95 39.31 0.12 10.94 408.46 2.24
-173.36 -80.60 13.93 20.24 4.27 171.44 0.20 177.71 919 801 13.16 13.16 13.07 4.82 -4.22 0.64 -10.39 31.62 8.85 5.45 97.11 0.28 15.36 160.85 2.73
-173.30 81.13 9.59 -21.30 -1.47 -79.89 0.19 0.09 926 43400 8.16 9.76 8.94 -3.48 0.26 -1.45 -10.44 -28.31 9.19 -4.95 49.23 0.14 10.94 408.46 2.39
-172.14 -80.59 13.94 20.23 4.27 171.44 0.20 176.51 919 801 13.36 13.36 13.08 4.82 -4.22 0.64 -10.40 31.59 8.86 5.45 97.13 0.28 15.36 160.85 2.73
-172.06 81.13 9.58 -21.33 -1.47 -80.23 0.19 1.31 926 43400 8.35 9.57 8.92 -3.48 0.25 -1.45 -10.42 -28.37 9.17 -4.95 48.89 0.14 10.94 408.46 2.38
-171.00 -80.63 13.95 -11.68 4.27 139.53 0.20 207.30 919 801 13.56 13.56 13.66 -2.82 -3.25 2.77 -10.41 -0.33 10.41 -0.06 97.25 0.29 15.36 160.84 2.73
-170.83 81.12 9.56 -21.37 -1.47 -80.58 0.19 2.53 926 43400 8.55 9.38 8.91 -3.48 0.24 -1.45 -10.40 -28.43 9.14 -4.95 48.54 0.13 10.94 408.46 2.37
-169.93 -80.72 13.96 -11.68 4.27 139.52 0.20 206.23 919 801 13.75 13.75 13.67 -2.82 -3.25 2.77 -10.41 -0.33 10.41 -0.06 97.43 0.29 15.36 160.84 2.73
-169.59 81.11 9.55 -21.40 -1.47 -80.92 0.19 3.75 926 43400 8.74 9.19 8.89 -3.48 0.23 -1.45 -10.38 -28.49 9.12 -4.95 48.19 0.13 10.94 408.46 2.36
-168.83 -80.80 13.96 -11.67 4.27 139.52 0.20 205.15 919 801 13.95 13.95 13.67 -2.82 -3.25 2.77 -10.42 -0.33 10.42 -0.06 97.61 0.29 16.33 160.84 2.74
-168.36 81.09 9.54 -21.43 -1.47 -81.27 0.19 4.97 926 43400 8.93 8.99 8.88 -3.48 0.22 -1.45 -10.36 -28.56 9.10 -4.95 47.09 0.13 10.94 408.46 2.33
-167.71 -80.88 13.97 -11.66 4.27 139.51 0.20 204.05 919 801 14.14 14.14 13.68 -2.82 -3.25 2.77 -10.43 -0.33 10.43 -0.06 97.81 0.29 16.33 161.18 2.74
-167.13 81.08 9.52 -21.47 -1.46 -81.62 0.19 6.18 926 43400 8.80 8.80 8.86 -3.48 0.21 -1.45 -10.34 -28.62 9.07 -4.95 46.42 0.13 10.94 408.46 2.32
-166.57 -80.96 13.98 -11.66 4.27 139.51 0.20 202.92 919 801 14.34 14.34 13.69 -2.82 -3.25 2.77 -10.44 -0.33 10.44 -0.06 98.03 0.29 16.33 161.18 2.74
-165.91 81.05 9.51 -21.50 -1.46 -81.96 0.19 7.38 926 43400 8.61 8.61 8.85 -3.48 0.20 -1.45 -10.31 -28.68 9.05 -4.95 45.65 0.13 10.94 408.46 2.31
-165.42 -81.03 13.98 -11.65 4.27 139.50 0.20 201.78 919 801 14.54 14.54 13.70 -2.82 -3.25 2.77 -10.45 -0.33 10.45 -0.06 98.50 0.29 16.33 161.18 2.75
-164.70 81.03 9.49 -21.53 -1.46 -82.31 0.19 8.58 926 43400 8.42 8.42 8.83 -3.48 0.20 -1.45 -10.29 -28.75 9.02 -4.95 41.55 0.12 10.94 361.58 2.27
-164.24 -81.11 13.99 -11.65 4.27 139.50 0.20 200.62 919 801 14.73 14.73 13.70 -2.82 -3.25 2.77 -10.45 -0.33 10.45 -0.06 98.76 0.29 16.33 161.18 2.76
-163.49 81.00 9.48 -21.57 -1.46 -82.66 0.19 9.78 926 43400 8.23 8.23 8.82 -3.48 0.19 -1.45 -10.27 -28.81 9.00 -4.95 33.32 0.11 10.94 361.58 2.10
-163.05 -81.17 14.00 -11.64 4.27 139.49 0.20 199.44 919 801 14.93 14.93 13.71 -2.82 -3.24 2.77 -10.46 -0.33 10.46 -0.06 99.03 0.29 16.33 161.18 2.76
-162.30 80.96 9.46 -21.60 -1.46 -83.01 0.19 10.96 926 43400 8.04 8.04 8.80 -3.48 0.18 -1.45 -10.25 -28.88 8.98 -4.95 30.91 0.11 10.94 361.58 2.14
-161.84 -81.24 14.00 -11.64 4.27 139.48 0.20 198.24 919 801 15.12 15.12 13.72 -2.82 -3.24 2.77 -10.47 -0.33 10.47 -0.06 99.31 0.29 16.33 161.18 2.77
-161.11 80.92 9.45 -21.64 -1.46 -83.36 0.19 12.13 926 43400 7.85 7.85 8.78 -3.48 0.17 -1.45 -10.23 -28.95 8.95 -4.95 29.55 0.10 10.94 361.58 2.16
-160.61 -81.29 14.01 -11.63 4.27 139.48 0.20 197.03 919 801 15.32 15.32 13.72 -2.82 -3.24 2.77 -10.47 -0.33 10.47 -0.06 99.60 0.29 16.33 161.18 2.78
-159.93 80.88 9.44 -21.67 -1.46 -83.71 0.19 13.30 926 43400 7.66 7.66 8.77 -3.48 0.16 -1.45 -10.21 -29.01 8.93 -4.95 28.84 0.10 10.94 361.58 2.17
-159.36 -81.35 14.02 -11.63 4.27 139.47 0.20 195.80 919 801 15.51 15.51 13.73 -2.82 -3.24 2.77 -10.48 -0.33 10.48 -0.06 105.67 0.30 16.33 161.18 2.89
-158.77 80.83 9.42 -26.19 -1.46 -88.54 0.19 18.92 926 43400 7.46 7.46 8.45 -4.16 0.04 -1.46 -10.19 -33.56 8.49 -5.63 28.47 0.10 10.94 361.58 2.17
-158.10 -81.40 14.02 -11.62 4.26 139.46 0.20 194.55 919 801 15.71 15.71 13.73 -2.82 -3.24 2.77 -10.49 -0.33 10.49 -0.06 105.65 0.30 16.33 161.18 2.89
-157.62 80.76 9.41 -26.23 -1.46 -88.90 0.19 20.05 926 43400 7.27 7.27 8.44 -4.16 0.03 -1.46 -10.16 -33.64 8.46 -5.63 28.27 0.10 10.94 361.58 2.17
-156.83 -81.45 14.03 -11.62 4.26 139.45 0.20 193.29 919 801 15.91 15.91 13.74 -2.82 -3.24 2.77 -10.50 -0.33 10.50 -0.06 105.76 0.30 16.33 161.45 2.89
